Date,Earnings,Players,Tournaments,Game
May 12,314569.71,180,70,StarCraft II
May 12,228878.36,233,34,League of Legends
May 12,38374.64,105,9,Counter-Strike
May 12,26643.73,11,6,FIFA 12
May 12,15483.81,80,4,Counter-Strike: Source
May 12,11821.28,24,6,Call of Duty: Modern Warfare 3
May 12,11588.93,40,2,Heroes of Newerth
May 12,8843.93,30,9,Dota 2
May 12,1386.3,14,5,Street Fighter X Tekken
May 12,1340,11,2,Super Smash Bros. Melee
May 12,720,7,4,Super Street Fighter IV Arcade Edition
May 12,513.01,3,4,WarCraft III
May 12,513,3,4,Quake Live
May 12,511.92,3,4,TrackMania 2: Canyon
May 12,507.27,20,1,Defense of the Ancients
May 12,335,1,1,Age of Empires II
May 12,280,4,1,Project M
May 12,255.66,1,1,QuakeWorld
May 12,239,4,1,TrackMania Nations Forever
May 12,140,7,4,StarCraft: Brood War
Jun 12,221134.49,224,68,StarCraft II
Jun 12,196210.72,188,38,League of Legends
Jun 12,57653.73,39,7,Heroes of Newerth
Jun 12,42755.95,95,8,Counter-Strike
Jun 12,36447.31,41,8,Dota 2
Jun 12,27700,11,2,Mortal Kombat 9
Jun 12,19466.8,28,1,World of Tanks
Jun 12,16700,8,2,Soul Calibur V
Jun 12,11256.86,8,6,Quake Live
Jun 12,10000,9,1,Bloodline Champions
Jun 12,7604.77,15,6,Super Street Fighter IV Arcade Edition
Jun 12,7110.86,5,1,Battlefield 3
Jun 12,6488.93,15,1,CrossFire
Jun 12,6440.16,8,6,WarCraft III
Jun 12,5968.98,0,1,Defense of the Ancients
Jun 12,5000,7,2,King of Fighters XIII
Jun 12,3920,14,4,Call of Duty: Modern Warfare 3
Jun 12,3861.95,8,6,FIFA 12
Jun 12,3199.34,11,6,Street Fighter X Tekken
Jun 12,3000,3,1,Ultimate Marvel vs. Capcom 3
Jun 12,2998.87,12,3,StarCraft: Brood War
Jun 12,1368.84,20,1,Counter-Strike: Source
Jun 12,670,7,2,Super Smash Bros. Brawl
Jun 12,376.35,2,3,TrackMania 2: Canyon
Jun 12,0,3,1,Tekken 6
Jul 12,609856.58,399,79,StarCraft II
Jul 12,94428.41,206,47,League of Legends
Jul 12,55880.83,105,5,Counter-Strike
Jul 12,43513.1,96,7,Counter-Strike: Source
Jul 12,41052.74,65,14,Dota 2
Jul 12,28332,20,1,Counter-Strike Online
Jul 12,21100,3,1,Tekken Tag Tournament 2
Jul 12,15000,20,1,Point Blank
Jul 12,15000,30,1,World of Tanks
Jul 12,14700,42,1,Age of Empires II
Jul 12,10547.95,12,2,Team Fortress 2
Jul 12,10005.34,43,7,Heroes of Newerth
Jul 12,9349.9,44,8,Super Smash Bros. Melee
Jul 12,6667.51,28,5,Call of Duty: Modern Warfare 3
Jul 12,6050,16,5,Super Street Fighter IV Arcade Edition
Jul 12,5645,16,5,Street Fighter X Tekken
Jul 12,3646.5,25,7,Super Smash Bros. Brawl
Jul 12,3124.3,15,1,Call of Duty 4: Modern Warfare
Jul 12,3050,6,1,Street Fighter III: 3rd Strike
Jul 12,3050,6,1,Super Street Fighter II Turbo HD Remix
Jul 12,2264.63,10,3,TrackMania Nations Forever
Jul 12,947.64,5,3,StarCraft: Brood War
Jul 12,616.77,2,5,Quake Live
Jul 12,614.55,5,6,FIFA 12
Jul 12,490.16,16,4,Counter-Strike: Global Offensive
Jul 12,490.16,4,4,WarCraft III
Jul 12,245.82,1,2,TrackMania 2: Canyon
Jul 12,60,2,1,Project M
Jul 12,0,3,1,King of Fighters XIII
Jul 12,0,3,1,Mortal Kombat 9
Jul 12,0,3,1,Soul Calibur V
Jul 12,0,3,1,Ultimate Marvel vs. Capcom 3
Aug 12,339477.62,177,47,StarCraft II
Aug 12,299717.44,193,37,League of Legends
Aug 12,90558.57,20,3,StarCraft: Brood War
Aug 12,47125.72,69,4,Heroes of Newerth
Aug 12,43604.54,35,8,Dota 2
Aug 12,42450.16,20,1,Defense of the Ancients
Aug 12,31472.23,74,6,Counter-Strike
Aug 12,29500,18,4,Quake Live
Aug 12,23577.83,19,6,WarCraft III
Aug 12,20886.17,33,3,Call of Duty: Modern Warfare 3
Aug 12,20200.9,12,3,Soul Calibur V
Aug 12,20100,10,2,Mortal Kombat 9
Aug 12,19500,6,1,World of WarCraft
Aug 12,15579.96,50,3,Counter-Strike: Source
Aug 12,7908.14,48,1,Team Fortress 2
Aug 12,7617.86,20,7,Super Street Fighter IV Arcade Edition
Aug 12,5958.73,15,6,Counter-Strike: Global Offensive
Aug 12,3504.02,5,1,Call of Duty 4: Modern Warfare
Aug 12,3150,6,1,Super Street Fighter II Turbo HD Remix
Aug 12,2730.72,7,2,Street Fighter III: 3rd Strike
Aug 12,1536.96,12,2,Super Smash Bros. Brawl
Aug 12,1396.8,7,1,Super Smash Bros. Melee
Aug 12,696.23,3,1,Ultimate Marvel vs. Capcom 3
Aug 12,650,5,2,Street Fighter X Tekken
Aug 12,495.96,3,4,FIFA 12
Aug 12,181.63,3,1,Persona 4 Arena
Sep 12,1615721.38,61,7,Dota 2
Sep 12,373092.61,280,49,League of Legends
Sep 12,266709.82,119,51,StarCraft II
Sep 12,45905.68,20,1,Defense of the Ancients
Sep 12,34642.05,77,6,Counter-Strike
Sep 12,26700,16,1,KartRider
Sep 12,21850,64,4,Heroes of Newerth
Sep 12,19067.26,16,6,Super Street Fighter IV Arcade Edition
Sep 12,16728.01,19,3,Call of Duty: Modern Warfare 3
Sep 12,15995.33,30,2,Counter-Strike: Source
Sep 12,7131.6,45,7,Counter-Strike: Global Offensive
Sep 12,1358.5,43,5,CrossFire
Sep 12,643.55,3,5,WarCraft III
Sep 12,386.07,3,4,FIFA 12
Sep 12,257.38,2,2,FIFA 13
Sep 12,250,4,2,Quake Live
Sep 12,200,2,1,Age of Empires III
Sep 12,192.89,2,1,TrackMania Nations Forever
Sep 12,140,3,1,StarCraft: Brood War
Sep 12,0,8,1,King of Fighters XIII
Sep 12,0,4,1,Super Street Fighter II Turbo
Sep 12,0,8,1,Ultimate Marvel vs. Capcom 3
Oct 12,2142991.87,189,22,League of Legends
Oct 12,395288.16,166,45,StarCraft II
Oct 12,38042.42,67,7,Dota 2
Oct 12,35000.52,40,3,Counter-Strike
Oct 12,32500,8,2,iRacing.com
Oct 12,21292.24,61,3,Call of Duty: Modern Warfare 3
Oct 12,15000,20,1,Point Blank
Oct 12,11578.87,7,5,Quake Live
Oct 12,11232.84,66,8,Counter-Strike: Global Offensive
Oct 12,9405.22,66,10,Heroes of Newerth
Oct 12,6261.46,3,1,StarCraft: Brood War
Oct 12,5193.6,4,1,Call of Duty: Black Ops 2
Oct 12,4000,24,1,Team Fortress 2
Oct 12,3000,17,1,Age of Empires II
Oct 12,2999.8,16,3,Super Smash Bros. Melee
Oct 12,2173.58,33,5,CrossFire
Oct 12,765.79,10,1,Call of Duty 4: Modern Warfare
Oct 12,585,15,6,Tekken Tag Tournament 2
Oct 12,519.57,3,4,WarCraft III
Oct 12,519.12,4,4,FIFA 13
Oct 12,411.81,6,2,Project M
Oct 12,0,4,1,Dead or Alive 5
Oct 12,0,8,1,King of Fighters XIII
Oct 12,0,4,1,Mortal Kombat 9
Oct 12,0,8,1,Persona 4 Arena
Oct 12,0,8,1,Street Fighter X Tekken
Oct 12,0,8,1,Super Street Fighter IV Arcade Edition
Oct 12,0,8,1,Ultimate Marvel vs. Capcom 3
Nov 12,570152.17,172,39,StarCraft II
Nov 12,369698.02,315,29,League of Legends
Nov 12,189000,12,1,World of WarCraft
Nov 12,130845.7,77,12,Dota 2
Nov 12,98963.99,93,11,Counter-Strike: Global Offensive
Nov 12,62487.67,65,6,Heroes of Newerth
Nov 12,44470,34,8,Tekken Tag Tournament 2
Nov 12,40000,16,1,Halo 4
Nov 12,20000,9,1,ShootMania Storm
Nov 12,17512.65,6,5,WarCraft III
Nov 12,16700,8,1,Mortal Kombat 9
Nov 12,14900,20,1,Counter-Strike
Nov 12,11957.82,12,7,FIFA 13
Nov 12,11057,9,5,Quake Live
Nov 12,10239.5,6,2,TrackMania Nations Forever
Nov 12,10000,3,1,TrackMania 2: Canyon
Nov 12,7955.86,8,3,Super Street Fighter IV Arcade Edition
Nov 12,5500,0,1,Point Blank
Nov 12,5000,0,1,World of Tanks
Nov 12,4645.73,29,1,rFactor
Nov 12,3254.53,18,1,Team Fortress 2
Nov 12,3030,27,4,Super Smash Bros. Melee
Nov 12,2173.58,42,5,CrossFire
Nov 12,833.65,11,5,StarCraft: Brood War
Nov 12,295,3,1,King of Fighters XIII
Nov 12,295,3,1,Persona 4 Arena
Nov 12,240,0,1,Call of Duty: Black Ops
Dec 12,602120.22,182,40,StarCraft II
Dec 12,237414.41,212,30,League of Legends
Dec 12,107533.25,78,11,Dota 2
Dec 12,97452.12,157,11,Counter-Strike: Global Offensive
Dec 12,82200,150,13,Heroes of Newerth
Dec 12,80000,18,1,ShootMania Storm
Dec 12,77776,25,2,Counter-Strike Online
Dec 12,69035.47,36,2,World of Tanks
Dec 12,56843.79,19,3,Super Street Fighter IV Arcade Edition
Dec 12,56770.86,40,2,Defense of the Ancients
Dec 12,53700,16,1,Street Fighter X Tekken
Dec 12,48580.37,68,6,CrossFire
Dec 12,24804.35,28,3,Call of Duty: Black Ops 2
Dec 12,24622,45,2,Counter-Strike
Dec 12,17000,3,1,FIFA 12
Dec 12,15000,20,1,Point Blank
Dec 12,14390.76,4,4,WarCraft III
Dec 12,10000,8,1,Street Fighter III: 3rd Strike
Dec 12,10000,8,1,Super Street Fighter II Turbo HD Remix
Dec 12,4388.95,6,5,FIFA 13
Dec 12,1601.45,5,1,Team Fortress 2
Dec 12,1560,10,3,Super Smash Bros. Brawl
Dec 12,1307.94,8,1,Age of Empires II
Dec 12,1001.77,3,1,TrackMania Nations Forever
Dec 12,892,13,3,Super Smash Bros. Melee
Dec 12,500,3,4,Quake Live
Dec 12,315,6,3,Tekken Tag Tournament 2
Dec 12,140,6,2,StarCraft: Brood War
Jan 13,107833.16,82,24,StarCraft II
Jan 13,79274.02,118,25,League of Legends
Jan 13,70100,126,12,Heroes of Newerth
Jan 13,22421.56,80,8,Counter-Strike: Global Offensive
Jan 13,10129.9,24,6,Super Smash Bros. Brawl
Jan 13,9600,12,1,Halo 4
Jan 13,9100,33,8,Super Smash Bros. Melee
Jan 13,7601.07,15,2,Dota 2
Jan 13,3339.24,0,1,Call of Duty 4: Modern Warfare
Jan 13,2584.64,12,1,Call of Duty: Black Ops 2
Jan 13,2336.6,39,6,CrossFire
Jan 13,1478.34,5,5,WarCraft III
Jan 13,1460,8,1,Super Smash Bros.
Jan 13,1210,8,4,Super Street Fighter IV Arcade Edition
Jan 13,1210,7,4,Ultimate Marvel vs. Capcom 3
Jan 13,804.27,1,1,Age of Empires II
Jan 13,532.16,4,4,FIFA 13
Jan 13,473.58,1,1,StarCraft: Brood War
Jan 13,375,5,3,Quake Live
Feb 13,400534.28,17,6,FIFA 13
Feb 13,4.00E+05,8,1,Madden NFL 2013
Feb 13,374412.5,234,32,League of Legends
Feb 13,87657,83,15,Heroes of Newerth
Feb 13,81859.39,132,38,StarCraft II
Feb 13,70000,1,1,NHL 13
Feb 13,54686.72,200,21,Counter-Strike: Global Offensive
Feb 13,27570,16,1,KartRider
Feb 13,11793.08,79,9,Dota 2
Feb 13,7061.23,12,2,Call of Duty: Black Ops 2
Feb 13,2250,0,2,Halo 4
Feb 13,2173.58,41,5,CrossFire
Feb 13,1976.19,10,1,Call of Duty 4: Modern Warfare
Feb 13,1636.77,18,2,Team Fortress 2
Feb 13,980,7,4,Ultimate Marvel vs. Capcom 3
Feb 13,950,8,4,Super Street Fighter IV Arcade Edition
Feb 13,930,16,6,Super Smash Bros. Melee
Feb 13,880,12,7,Street Fighter X Tekken
Feb 13,535.64,3,4,WarCraft III
Feb 13,393.15,5,3,StarCraft: Brood War
Feb 13,355,10,3,Project M
Feb 13,330,11,4,Super Smash Bros. Brawl
Feb 13,275,5,3,Tekken Tag Tournament 2
Feb 13,131.91,1,1,ShootMania Storm
Feb 13,70,2,1,Super Smash Bros.
Mar 13,391772.25,168,40,StarCraft II
Mar 13,326372.21,211,30,League of Legends
Mar 13,165700,91,14,Heroes of Newerth
Mar 13,116000,16,1,Magic: The Gathering Online
Mar 13,100557.98,117,13,Dota 2
Mar 13,91418.13,216,16,Counter-Strike: Global Offensive
Mar 13,75215.32,80,4,Call of Duty: Black Ops 2
Mar 13,15131.44,7,6,WarCraft III
Mar 13,8177.35,10,7,ShootMania Storm
Mar 13,6525,11,4,Tekken Tag Tournament 2
Mar 13,3223.05,17,3,Quake Live
Mar 13,2445.28,40,6,CrossFire
Mar 13,1116.91,3,1,TrackMania Nations Forever
Mar 13,930,7,4,Super Street Fighter IV Arcade Edition
Mar 13,924,17,1,Age of Empires
Mar 13,910,6,4,Ultimate Marvel vs. Capcom 3
Mar 13,710,10,4,StarCraft: Brood War
Mar 13,660,12,7,Street Fighter X Tekken
Mar 13,648.1,5,6,FIFA 13
Mar 13,590,6,2,Super Smash Bros. Brawl
Mar 13,165,4,1,Unreal Tournament 3
Mar 13,150,3,1,Super Smash Bros. Melee
Mar 13,64.84,6,2,TrackMania 2: Stadium
Mar 13,40,4,1,Project M
Mar 13,0,3,1,TrackMania 2: Canyon
Apr 13,1010000,35,3,Call of Duty: Black Ops 2
Apr 13,390550.2,198,25,League of Legends
Apr 13,134104.1,219,19,Counter-Strike: Global Offensive
Apr 13,103207.77,91,10,Dota 2
Apr 13,100521.23,49,5,ShootMania Storm
Apr 13,61750,55,4,Heroes of Newerth
Apr 13,48115.01,56,30,StarCraft II
Apr 13,15000,20,1,Point Blank
Apr 13,10080,21,1,Counter-Strike
Apr 13,10000,16,1,Halo 4
Apr 13,4493.29,32,2,Team Fortress 2
Apr 13,2756,25,6,Super Smash Bros. Melee
Apr 13,2173.58,34,5,CrossFire
Apr 13,1006.2,8,1,Quake Live
Apr 13,1000,1,1,Age of Empires II
Apr 13,960,19,6,Super Street Fighter IV Arcade Edition
Apr 13,800,12,5,Ultimate Marvel vs. Capcom 3
Apr 13,765.07,8,1,TrackMania Nations Forever
Apr 13,730,20,8,Street Fighter X Tekken
Apr 13,521.16,3,4,WarCraft III
Apr 13,521,3,4,FIFA 13
Apr 13,375,6,2,Injustice: Gods Among Us
Apr 13,299,9,3,StarCraft: Brood War
Apr 13,226.91,3,1,TrackMania 2: Stadium
Apr 13,180,6,3,Tekken Tag Tournament 2
Apr 13,0,6,1,King of Fighters XIII
Apr 13,0,4,1,Mortal Kombat 9
Apr 13,0,1,1,Persona 4 Arena
May 13,146353.52,87,32,StarCraft II
May 13,125000,6,2,Turbo Racing League
May 13,99589.92,97,10,Dota 2
May 13,58834.46,111,20,League of Legends
May 13,41123.31,126,16,Counter-Strike: Global Offensive
May 13,27836.23,8,6,FIFA 13
May 13,22274.74,20,4,Call of Duty: Black Ops 2
May 13,18502.62,19,10,Super Street Fighter IV Arcade Edition
May 13,15500,46,3,Heroes of Newerth
May 13,10872.24,22,4,StarCraft: Brood War
May 13,6620,12,7,Tekken Tag Tournament 2
May 13,6427.27,13,7,WarCraft III
May 13,3050,7,6,Ultimate Marvel vs. Capcom 3
May 13,3000,4,1,Halo 4
May 13,2785,16,11,Injustice: Gods Among Us
May 13,2173.58,31,5,CrossFire
May 13,1427.78,3,1,TrackMania 2: Canyon
May 13,1097,22,7,Super Smash Bros. Melee
May 13,821.94,17,4,Super Smash Bros. Brawl
May 13,805,15,11,Street Fighter X Tekken
May 13,520,15,4,Project M
May 13,518.69,3,4,ShootMania Storm
May 13,500,3,1,King of Fighters XIII
May 13,500,3,1,Persona 4 Arena
May 13,375.85,4,1,Age of Empires III
May 13,0,3,1,BlazBlue: Continuum Shift Extend
May 13,0,3,1,Mortal Kombat 9
Jun 13,795757.08,296,36,League of Legends
Jun 13,547093.98,239,59,StarCraft II
Jun 13,312500,10,5,Turbo Racing League
Jun 13,182445.28,109,7,CrossFire
Jun 13,149984.7,187,17,Counter-Strike: Global Offensive
Jun 13,64521.82,58,4,Call of Duty: Black Ops 2
Jun 13,55753.35,80,7,Dota 2
Jun 13,37776,15,1,Counter-Strike Online
Jun 13,31378.91,40,3,Heroes of Newerth
Jun 13,28500,17,3,Halo 4
Jun 13,20058.58,33,9,Super Street Fighter IV Arcade Edition
Jun 13,10443.69,7,6,WarCraft III
Jun 13,8415.9,13,6,FIFA 13
Jun 13,3890,21,5,Ultimate Marvel vs. Capcom 3
Jun 13,3690.61,32,7,Super Smash Bros. Melee
Jun 13,3555,29,9,Injustice: Gods Among Us
Jun 13,2300,8,1,Divekick
Jun 13,1881.63,9,2,Quake Live
Jun 13,1298.78,15,3,Super Smash Bros. Brawl
Jun 13,1200,14,5,Tekken Tag Tournament 2
Jun 13,1040,14,4,Street Fighter X Tekken
Jun 13,859.8,13,5,StarCraft: Brood War
Jun 13,819.48,10,2,Project M
Jun 13,656.89,3,5,ShootMania Storm
Jun 13,540,3,1,Persona 4 Arena
Jun 13,440,8,1,Age of Empires
Jun 13,440,3,1,King of Fighters XIII
Jun 13,410,6,1,Super Smash Bros.
Jun 13,310,3,1,Mortal Kombat 9
Jun 13,310,3,1,Soul Calibur V
Jun 13,300,3,1,Skullgirls
Jul 13,562500,6,2,Turbo Racing League
Jul 13,425214,195,18,Dota 2
Jul 13,265527.39,187,25,League of Legends
Jul 13,176737.23,192,51,StarCraft II
Jul 13,71052.57,36,5,Call of Duty: Black Ops 2
Jul 13,40093.04,126,12,Counter-Strike: Global Offensive
Jul 13,18936,24,12,Super Street Fighter IV Arcade Edition
Jul 13,15000,20,1,Point Blank
Jul 13,14345,18,7,Ultimate Marvel vs. Capcom 3
Jul 13,10500,13,3,Halo 4
Jul 13,7965,29,8,Super Smash Bros. Melee
Jul 13,7788.74,46,7,Heroes of Newerth
Jul 13,7575,19,11,Injustice: Gods Among Us
Jul 13,6055,15,5,Street Fighter X Tekken
Jul 13,4400,11,2,King of Fighters XIII
Jul 13,4160,14,6,Tekken Tag Tournament 2
Jul 13,4000,8,1,Persona 4 Arena
Jul 13,3500,5,1,SMITE
Jul 13,2330,8,1,Mortal Kombat 9
Jul 13,2173.58,42,5,CrossFire
Jul 13,1624.27,5,4,Quake Live
Jul 13,1618.54,6,5,ShootMania Storm
Jul 13,1615,20,7,Super Smash Bros. Brawl
Jul 13,1323.1,18,1,Team Fortress 2
Jul 13,1295.1,3,1,TrackMania 2: Stadium
Jul 13,745.12,6,3,StarCraft: Brood War
Jul 13,523.17,2,4,WarCraft III
Jul 13,523.12,2,4,FIFA 13
Jul 13,360,12,3,Project M
Aug 13,2903395.79,95,7,Dota 2
Aug 13,832927.37,296,51,StarCraft II
Aug 13,662851.99,340,36,League of Legends
Aug 13,72234.63,242,14,Counter-Strike: Global Offensive
Aug 13,28490.41,38,6,Call of Duty: Black Ops 2
Aug 13,25158.49,20,5,Quake Live
Aug 13,21597.12,49,3,Team Fortress 2
Aug 13,19972.38,20,1,SMITE
Aug 13,19638.48,69,8,Heroes of Newerth
Aug 13,4674.46,16,1,Halo 4
Aug 13,4054.33,10,1,S.K.I.L.L. - Special Force 2
Aug 13,3708.67,23,6,Ultimate Marvel vs. Capcom 3
Aug 13,3578.67,30,9,Super Smash Bros. Melee
Aug 13,3070.86,9,5,Tekken Tag Tournament 2
Aug 13,2440,16,1,Street Fighter IV
Aug 13,2408.67,16,9,Super Street Fighter IV Arcade Edition
Aug 13,2173.58,31,5,CrossFire
Aug 13,1489.49,9,3,StarCraft: Brood War
Aug 13,1206.89,16,9,Injustice: Gods Among Us
Aug 13,1000,1,1,Doom II: Hell on Earth
Aug 13,984.03,14,5,Super Smash Bros. Brawl
Aug 13,665.75,5,5,FIFA 13
Aug 13,665.49,3,5,WarCraft III
Aug 13,399.47,2,3,ShootMania Storm
Aug 13,215,6,4,Street Fighter X Tekken
Aug 13,204.06,3,1,Dragon Ball Z: Budokai 3
Aug 13,200,13,4,Project M
Aug 13,170,5,2,King of Fighters XIII
Aug 13,95,9,1,Soul Calibur V
Aug 13,60,4,2,Divekick
Sep 13,3.00E+05,8,1,Halo 4
Sep 13,202247.85,158,30,League of Legends
Sep 13,72342.95,121,39,StarCraft II
Sep 13,63000,25,2,World of Tanks
Sep 13,59921.9,149,21,Counter-Strike: Global Offensive
Sep 13,42414.97,85,5,Heroes of Newerth
Sep 13,37813.44,82,13,Dota 2
Sep 13,20000,0,1,SMITE
Sep 13,18514.8,34,7,Call of Duty: Black Ops 2
Sep 13,16063.13,38,11,Super Street Fighter IV Arcade Edition
Sep 13,10276,52,3,Age of Empires II
Sep 13,5568,33,6,CrossFire
Sep 13,3590.98,14,5,WarCraft III
Sep 13,2610.26,31,7,Super Smash Bros. Melee
Sep 13,2430,17,5,Ultimate Marvel vs. Capcom 3
Sep 13,1995,25,8,Injustice: Gods Among Us
Sep 13,1717.52,6,2,StarCraft: Brood War
Sep 13,1690.79,16,1,Quake Live
Sep 13,1628.01,4,3,FIFA 13
Sep 13,1305,21,6,Tekken Tag Tournament 2
Sep 13,850,11,1,Team Fortress 2
Sep 13,267.1,2,2,FIFA 14
Sep 13,205,7,3,Super Smash Bros. Brawl
Sep 13,140,8,3,Project M
Sep 13,81,1,1,Super Smash Bros.
Sep 13,40,17,3,Street Fighter X Tekken
Sep 13,0,8,1,Dead or Alive 5 Ultimate
Sep 13,0,15,2,King of Fighters XIII
Sep 13,0,8,1,Persona 4 Arena
Sep 13,0,8,1,Soul Calibur V
Oct 13,2194058.98,236,29,League of Legends
Oct 13,592577.89,217,48,StarCraft II
Oct 13,111845.77,64,9,Call of Duty: Black Ops 2
Oct 13,1.00E+05,0,1,World of Tanks
Oct 13,88777.63,262,22,Counter-Strike: Global Offensive
Oct 13,64237.32,50,6,Dota 2
Oct 13,42309.01,75,8,Heroes of Newerth
Oct 13,32000,10,2,iRacing.com
Oct 13,25000,15,1,Counter-Strike Online
Oct 13,18000,20,1,Point Blank
Oct 13,7898.45,7,5,WarCraft III
Oct 13,6660.78,52,18,Super Smash Bros. Melee
Oct 13,5955.02,0,1,Defense of the Ancients
Oct 13,2957,27,8,Project M
Oct 13,2173.58,32,5,CrossFire
Oct 13,1948.11,9,3,StarCraft: Brood War
Oct 13,1795,14,9,Super Street Fighter IV Arcade Edition
Oct 13,1603,7,2,TrackMania 2: Stadium
Oct 13,957,18,6,Super Smash Bros. Brawl
Oct 13,655,11,6,Injustice: Gods Among Us
Oct 13,550,7,4,Ultimate Marvel vs. Capcom 3
Oct 13,545.72,3,5,FIFA 14
Oct 13,500,3,1,Quake Live
Oct 13,385,8,5,Tekken Tag Tournament 2
Oct 13,238.68,3,1,Trackmania 2: Valley
Oct 13,25,1,1,Hearthstone
Nov 13,558166.39,179,47,StarCraft II
Nov 13,484692.96,127,17,Dota 2
Nov 13,481318.32,273,32,League of Legends
Nov 13,349224.38,163,16,Counter-Strike: Global Offensive
Nov 13,189000,12,1,World of WarCraft
Nov 13,1.00E+05,0,1,World of Tanks
Nov 13,90132.99,90,13,Heroes of Newerth
Nov 13,58195,41,7,Call of Duty: Ghosts
Nov 13,39417.6,15,1,Counter-Strike Online
Nov 13,20580,16,2,Call of Duty: Black Ops 2
Nov 13,17033.72,27,10,Super Street Fighter IV Arcade Edition
Nov 13,15408.65,20,2,Battlefield 4
Nov 13,15273.72,4,1,Quake Live
Nov 13,15000,9,1,ShootMania Storm
Nov 13,8630.4,58,18,Super Smash Bros. Melee
Nov 13,8539.64,8,6,FIFA 14
Nov 13,8000,3,1,TrackMania 2: Stadium
Nov 13,4595.99,30,1,rFactor
Nov 13,3041.45,9,6,WarCraft III
Nov 13,2336.6,40,6,CrossFire
Nov 13,1440.38,6,2,StarCraft: Brood War
Nov 13,1370.34,2,2,Hearthstone
Nov 13,699,17,5,Project M
Nov 13,675,14,6,Super Smash Bros. Brawl
Nov 13,640,17,6,Ultimate Marvel vs. Capcom 3
Nov 13,534.8,5,1,Call of Duty 4: Modern Warfare
Nov 13,520,20,9,Injustice: Gods Among Us
Nov 13,392,18,1,Team Fortress 2
Nov 13,235,10,4,Tekken Tag Tournament 2
Nov 13,0,4,1,Dead or Alive 5 Ultimate
Nov 13,0,4,1,King of Fighters XIII
Nov 13,0,3,1,Persona 4 Arena
Nov 13,0,3,1,Street Fighter X Tekken
Dec 13,394954.63,352,48,League of Legends
Dec 13,291685.12,131,42,StarCraft II
Dec 13,249285.08,227,14,Dota 2
Dec 13,107879.44,176,17,Counter-Strike: Global Offensive
Dec 13,66000,28,2,World of Tanks
Dec 13,62445.28,48,7,CrossFire
Dec 13,44310.89,7,2,StarCraft: Brood War
Dec 13,40000,15,1,Counter-Strike Online
Dec 13,28130,16,8,Super Street Fighter IV Arcade Edition
Dec 13,21200,16,1,Age of Empires II
Dec 13,19335.07,8,6,FIFA 14
Dec 13,16647.75,5,4,WarCraft III
Dec 13,15500,71,4,Heroes of Newerth
Dec 13,10554.3,31,7,Call of Duty: Ghosts
Dec 13,9758.58,64,17,Super Smash Bros. Melee
Dec 13,5250,7,3,Ultimate Marvel vs. Capcom 3
Dec 13,5000,3,1,Street Fighter X Tekken
Dec 13,3274.3,16,1,Halo 4
Dec 13,2725,32,11,Project M
Dec 13,2634.29,3,1,ShootMania Storm
Dec 13,1770,8,1,Age of Empires III
Dec 13,1372.7,18,1,Team Fortress 2
Dec 13,985,17,5,Super Smash Bros. Brawl
Dec 13,818.44,8,1,TrackMania 2: Stadium
Dec 13,352,8,1,Age of Empires
Dec 13,270,6,3,Tekken Tag Tournament 2
Dec 13,240,9,4,Injustice: Gods Among Us
Dec 13,40,3,1,Super Smash Bros.
Jan 14,751350.46,377,32,League of Legends
Jan 14,537172.02,62,9,Dota 2
Jan 14,95625.27,129,34,StarCraft II
Jan 14,83433.98,224,13,Counter-Strike: Global Offensive
Jan 14,29025,29,5,Call of Duty: Ghosts
Jan 14,22509.41,57,5,Heroes of Newerth
Jan 14,21067.79,14,4,Hearthstone
Jan 14,18000,20,1,Point Blank
Jan 14,15535,41,11,Super Smash Bros. Melee
Jan 14,14780,24,2,Team Fortress 2
Jan 14,9299.74,7,5,WarCraft III
Jan 14,7848.39,20,6,Super Smash Bros. Brawl
Jan 14,4851.82,25,7,Project M
Jan 14,4650,8,3,Age of Empires II
Jan 14,3071.87,13,6,FIFA 14
Jan 14,3063.69,3,1,StarCraft: Brood War
Jan 14,2480,18,9,Super Street Fighter IV Arcade Edition
Jan 14,2173.58,31,5,CrossFire
Jan 14,2172.05,12,8,Quake Live
Jan 14,1730,11,5,Ultimate Marvel vs. Capcom 3
Jan 14,1710,6,1,Super Smash Bros.
Jan 14,1476.18,0,1,Call of Duty 4: Modern Warfare
Jan 14,1476.18,0,1,Halo 3
Jan 14,1093.39,13,5,Tekken Tag Tournament 2
Jan 14,1055,11,4,Injustice: Gods Among Us
Jan 14,740,6,1,Killer Instinct (2013)
Jan 14,544.79,16,4,Battlefield 4
Jan 14,478.39,3,1,NHL 14
Jan 14,270,4,1,King of Fighters XIII
Jan 14,0,4,1,BlazBlue: Chronophantasma
Jan 14,0,4,1,Guilty Gear XX Accent Core Plus R
Feb 14,182173.58,104,6,CrossFire
Feb 14,172010.68,154,47,StarCraft II
Feb 14,109103.95,80,9,Dota 2
Feb 14,1.00E+05,0,1,World of Tanks
Feb 14,96041.67,199,31,League of Legends
Feb 14,44255.75,166,20,Counter-Strike: Global Offensive
Feb 14,21275,24,7,Call of Duty: Ghosts
Feb 14,12255.56,35,4,Heroes of Newerth
Feb 14,9637.55,56,19,Super Smash Bros. Melee
Feb 14,8445.54,16,10,Hearthstone
Feb 14,4281.33,36,11,Project M
Feb 14,3020.61,7,2,WarCraft III
Feb 14,2395.65,9,7,Quake Live
