Date,Earnings,Players,Tournaments,Game
Jun 06,2707.88,30,2,Counter-Strike: Source
Jun 06,1895.48,5,1,Live for Speed
Jun 06,200,3,1,Age of Empires II
Jul 06,539579.04,308,10,Counter-Strike
Jul 06,111000,20,2,Quake 4
Jul 06,73193.08,16,1,StarCraft: Brood War
Jul 06,62975,32,4,Halo 2
Jul 06,50000,0,1,Battlefield 2
Jul 06,47543.74,17,13,WarCraft III
Jul 06,32000,4,1,Gran Turismo 4
Jul 06,32000,4,1,Pro Evolution Soccer 5
Jul 06,32000,4,1,TrackMania Nations
Jul 06,18000,34,5,Super Smash Bros. Melee
Jul 06,15000,2,1,Dead or Alive 4
Jul 06,15000,2,1,Forza Motorsport 2
Jul 06,10300,1,1,Day of Defeat
Jul 06,9000,3,1,Project Gotham Racing 3
Jul 06,8000,0,1,Ghost Recon Advanced Warfighter
Jul 06,1000,22,1,Wolfenstein: Enemy Territory
Jul 06,153.54,3,1,Age of Empires II
Aug 06,182686.53,187,11,Counter-Strike
Aug 06,78129.76,20,5,Quake 4
Aug 06,59518.46,51,9,WarCraft III
Aug 06,38975,28,2,Halo 2
Aug 06,30000,15,1,Wolfenstein: Enemy Territory
Aug 06,21797.89,20,3,StarCraft: Brood War
Aug 06,16564.37,13,3,FIFA 06
Aug 06,12175,12,4,Super Smash Bros. Melee
Aug 06,11083.84,35,3,Counter-Strike: Source
Aug 06,10250,8,1,Capcom vs. SNK 2
Aug 06,10250,8,1,Dead or Alive 4
Aug 06,10250,6,1,Guilty Gear XX Slash
Aug 06,10250,8,1,Hyper Street Fighter II
Aug 06,10250,8,1,Marvel vs. Capcom 2
Aug 06,10250,8,1,Street Fighter III: 3rd Strike
Aug 06,10250,8,1,Tekken 5
Aug 06,9482.11,0,1,Battlefield 2
Aug 06,7000,8,2,Need for Speed: Most Wanted
Aug 06,2797.89,8,1,Quake III Arena
Aug 06,663.74,0,1,Call of Duty 2
Aug 06,42.25,10,1,Age of Empires
Sep 06,207321.6,182,12,Counter-Strike
Sep 06,74724.89,23,11,WarCraft III
Sep 06,27300,11,3,StarCraft: Brood War
Sep 06,11500,4,1,Quake III Arena
Sep 06,9500,0,1,Call of Duty 2
Sep 06,9000,0,1,Quake 4
Sep 06,3850.2,19,1,Wolfenstein: Enemy Territory
Sep 06,247,15,1,Age of Empires
Oct 06,206173.01,95,7,Counter-Strike
Oct 06,97425,32,2,Halo 2
Oct 06,90560,29,7,StarCraft: Brood War
Oct 06,71637.78,16,7,WarCraft III
Oct 06,43000,3,1,"Warhammer 40,000: Dawn of War"
Oct 06,33861.29,17,6,Quake 4
Oct 06,28300,4,2,Project Gotham Racing 3
Oct 06,28284,18,3,Super Smash Bros. Melee
Oct 06,28000,5,2,Need for Speed: Most Wanted
Oct 06,27800,4,2,Dead or Alive 4
Oct 06,27000,3,1,FIFA 06
Oct 06,16386.77,46,4,Counter-Strike: Source
Oct 06,1300,2,1,FIFA 07
Nov 06,215067.85,47,7,StarCraft: Brood War
Nov 06,198000,13,2,Halo 2
Nov 06,150242.11,286,13,Counter-Strike
Nov 06,40000,10,1,TrackMania Nations
Nov 06,19869.62,50,4,Counter-Strike: Source
Nov 06,18000,8,2,Super Smash Bros. Melee
Nov 06,17387.74,12,2,Quake III Arena
Nov 06,17146.91,12,4,WarCraft III
Nov 06,14494.87,0,2,Call of Duty 2
Nov 06,10832.78,14,5,Quake 4
Nov 06,4166.08,0,2,Battlefield 2
Dec 06,292864.56,247,16,Counter-Strike
Dec 06,87982.99,13,4,WarCraft III
Dec 06,78328.25,11,4,StarCraft: Brood War
Dec 06,54697.31,20,2,Counter-Strike: Source
Dec 06,50000,32,1,Quake III Arena
Dec 06,35000,12,1,Halo 2
Dec 06,35000,3,1,Project Gotham Racing 3
Dec 06,35000,3,1,Quake 4
Dec 06,32149.1,5,3,FIFA 06
Dec 06,26000,3,1,FIFA 07
Dec 06,16000,0,1,Ghost Recon Advanced Warfighter
Dec 06,5000,16,1,Age of Empires II
Dec 06,738.83,5,1,Defense of the Ancients
Dec 06,0,0,1,Battlefield 2
Dec 06,0,1,1,Live for Speed
Jan 07,1.00E+05,1,1,Madden NFL 2007
Jan 07,46158.12,19,3,WarCraft III
Jan 07,27988.8,12,5,StarCraft: Brood War
Jan 07,10515.9,40,3,Counter-Strike
Jan 07,10000,16,1,Age of Empires II
Jan 07,8294.48,20,2,Counter-Strike: Source
Jan 07,1249.76,10,3,Super Smash Bros. Melee
Feb 07,118210.13,33,5,StarCraft: Brood War
Feb 07,108551.49,195,8,Counter-Strike
Feb 07,23150,10,2,WarCraft III
Feb 07,9960.68,35,3,Counter-Strike: Source
Feb 07,9548.34,0,1,Defense of the Ancients
Feb 07,6655.76,30,1,Wolfenstein: Enemy Territory
Feb 07,2143.9,12,4,Super Smash Bros. Melee
Feb 07,777.9,3,1,Age of Empires II
Mar 07,177202.55,137,7,Counter-Strike
Mar 07,144610.72,25,4,StarCraft: Brood War
Mar 07,112407.18,16,6,WarCraft III
Mar 07,69600,8,1,Rise of Nations: Rise of Legends
Mar 07,9322.58,3,1,FIFA 07
Mar 07,9322.58,3,1,Need for Speed Carbon
Mar 07,8999,25,9,Super Smash Bros. Melee
Mar 07,7990.78,3,1,Dead or Alive 4
Mar 07,7990.78,3,1,Project Gotham Racing 3
Mar 07,5274,10,1,Counter-Strike: Source
Mar 07,822,3,1,TrackMania Nations
Apr 07,192950.99,207,14,Counter-Strike
Apr 07,61400,34,2,Halo 2
Apr 07,53076.07,25,9,WarCraft III
Apr 07,28089.18,84,6,Counter-Strike: Source
Apr 07,20400,6,1,World of WarCraft
Apr 07,18546.14,0,2,Battlefield 2142
Apr 07,16700,62,1,Rainbow Six: Vegas
Apr 07,10996.07,9,2,Quake 4
Apr 07,6514,29,15,Super Smash Bros. Melee
Apr 07,4901.26,0,1,Battlefield 2
Apr 07,4901.26,4,1,Command & Conquer 3
Apr 07,4901.26,0,1,S.T.A.L.K.E.R.: Shadow of Chernobyl
Apr 07,4901.26,0,1,Supreme Commander
Apr 07,4055.84,18,1,Wolfenstein: Enemy Territory
Apr 07,996.07,0,1,Day of Defeat: Source
Apr 07,996.07,3,1,Dead or Alive 4
Apr 07,996.07,3,1,Project Gotham Racing 3
Apr 07,686.18,0,1,Call of Duty 2
May 07,76113.94,87,8,Counter-Strike
May 07,43205,20,10,WarCraft III
May 07,23271.98,6,3,StarCraft: Brood War
May 07,20000,7,1,F.E.A.R.
May 07,20000,15,1,World in Conflict
May 07,18002.32,36,3,Counter-Strike: Source
May 07,5953.8,0,1,Call of Duty 2
May 07,3861.47,8,1,Quake III Arena
May 07,2503,14,4,Super Smash Bros. Melee
Jun 07,154734.58,227,10,Counter-Strike
Jun 07,61600,30,2,Halo 2
Jun 07,53631.72,31,7,WarCraft III
Jun 07,34582.4,56,3,Counter-Strike: Source
Jun 07,33805.95,4,2,FIFA 07
Jun 07,30000,11,1,World of WarCraft
Jun 07,20000,8,1,F.E.A.R.
Jun 07,20000,0,1,World in Conflict
Jun 07,16700,64,1,Rainbow Six: Vegas
Jun 07,15000,8,1,Quake 4
Jun 07,9555.45,6,2,StarCraft: Brood War
Jun 07,8605,32,11,Super Smash Bros. Melee
Jun 07,7389.93,11,1,Defense of the Ancients
Jun 07,2008.27,5,1,Live for Speed
Jun 07,1216.82,3,1,Pro Evolution Soccer 6
Jun 07,415,6,2,Super Smash Bros.
Jun 07,0,0,1,Gears of War
Jul 07,237878.5,40,2,StarCraft: Brood War
Jul 07,158542.51,94,7,Counter-Strike
Jul 07,92759.41,22,5,WarCraft III
Jul 07,61600,27,2,Halo 2
Jul 07,34000,11,2,Quake 4
Jul 07,20000,20,1,Call of Duty 2
Jul 07,19479.5,6,2,TrackMania Nations
Jul 07,19000,3,1,Pro Evolution Soccer 6
Jul 07,16700,64,1,Rainbow Six: Vegas
Jul 07,15864.93,40,7,Super Smash Bros. Melee
Jul 07,14000,0,1,Gears of War
Jul 07,525,3,1,Super Smash Bros.
Jul 07,0,4,1,Street Fighter III: 3rd Strike
Aug 07,228779.24,200,12,Counter-Strike
Aug 07,172687.25,34,6,StarCraft: Brood War
Aug 07,121907.97,51,8,WarCraft III
Aug 07,66562.74,18,4,Quake 4
Aug 07,63100,12,2,World of WarCraft
Aug 07,61600,27,2,Halo 2
Aug 07,50000,26,1,Enemy Territory: Quake Wars
Aug 07,35161.96,81,5,Counter-Strike: Source
Aug 07,17257.04,13,2,FIFA 07
Aug 07,16700,0,1,Rainbow Six: Vegas
Aug 07,14250,10,2,Super Smash Bros. Melee
Aug 07,14000,0,1,Gears of War
Aug 07,10250,8,1,Capcom vs. SNK 2
Aug 07,10250,23,1,Guilty Gear XX Accent Core
Aug 07,10250,8,1,Marvel vs. Capcom 2
Aug 07,10250,8,1,Street Fighter III: 3rd Strike
Aug 07,10250,8,1,Super Street Fighter II Turbo
Aug 07,10250,8,1,Tekken 5: Dark Resurrection
Aug 07,10250,8,1,Virtua Fighter 5
Aug 07,7000,8,1,Need for Speed Carbon
Aug 07,4000,0,1,Shadowrun
Aug 07,1927.79,12,2,Quake III Arena
Aug 07,1613.6,0,1,Battlefield 2
Aug 07,1613.6,0,1,Call of Duty 2
Sep 07,103534.56,146,7,Counter-Strike
Sep 07,98892.67,145,10,Counter-Strike: Source
Sep 07,61600,28,2,Halo 2
Sep 07,48453.97,28,12,WarCraft III
Sep 07,20000,8,1,F.E.A.R.
Sep 07,20000,0,1,World in Conflict
Sep 07,16700,0,1,Rainbow Six: Vegas
Sep 07,14000,0,1,Gears of War
Sep 07,11000,5,2,StarCraft: Brood War
Sep 07,8445.28,30,1,Wolfenstein: Enemy Territory
Sep 07,5850,9,2,Super Smash Bros. Melee
Sep 07,4000,0,1,Shadowrun
Oct 07,308000,36,2,Halo 2
Oct 07,190362.31,95,7,Counter-Strike
Oct 07,120000,1,2,Gears of War
Oct 07,1.00E+05,1,1,Madden NFL 2008
Oct 07,94024.38,25,12,WarCraft III
Oct 07,84000,0,1,Rainbow Six: Vegas
Oct 07,63292.07,7,2,StarCraft: Brood War
Oct 07,44363.03,76,6,Counter-Strike: Source
Oct 07,26000,3,1,FIFA 07
Oct 07,20000,3,1,Age of Empires III
Oct 07,20000,3,1,Carom 3D
Oct 07,20000,3,1,Command & Conquer 3
Oct 07,20000,3,1,Dead or Alive 4
Oct 07,20000,3,1,Need for Speed Carbon
Oct 07,20000,3,1,Project Gotham Racing 3
Oct 07,16000,0,1,Shadowrun
Oct 07,10000,28,1,Age of Empires II
Oct 07,1800,3,1,Super Smash Bros. Melee
Oct 07,274,2,1,TrackMania Nations
Nov 07,128432,35,3,StarCraft: Brood War
Nov 07,93734.65,226,10,Counter-Strike
Nov 07,75000,9,1,World of WarCraft
Nov 07,57662.47,32,2,Halo 2
Nov 07,33768.58,31,12,WarCraft III
Nov 07,20000,12,1,Quake 4
Nov 07,17602.26,40,1,Counter-Strike: Source
Nov 07,8900.77,32,1,Gears of War
Nov 07,8900.77,32,1,Rainbow Six: Vegas
Nov 07,8364,0,1,Crysis
Nov 07,6273,20,1,Call of Duty 4: Modern Warfare
Nov 07,6273,0,1,Enemy Territory: Quake Wars
Nov 07,5227.5,8,1,World in Conflict
Nov 07,4320,6,2,Super Smash Bros. Melee
Nov 07,4182,21,1,Team Fortress 2
Nov 07,3136.5,4,3,FIFA 08
Nov 07,1027.5,3,1,Trackmania United
Nov 07,836.4,5,1,Call of Duty 2
Nov 07,200,2,1,Age of Empires II
Dec 07,540673.62,135,5,Counter-Strike: Source
Dec 07,226000,23,3,Dead or Alive 4
Dec 07,196000,22,2,Project Gotham Racing 3
Dec 07,135982.22,169,11,Counter-Strike
Dec 07,124126.66,21,4,FIFA 07
Dec 07,113036.29,34,3,StarCraft: Brood War
Dec 07,1.00E+05,16,1,Halo 3
Dec 07,87964.68,41,16,WarCraft III
Dec 07,25000,3,2,World of WarCraft
Dec 07,18138.22,30,2,Defense of the Ancients
Dec 07,5000,0,1,Team Fortress 2
Dec 07,2633.72,15,5,Super Smash Bros. Melee
Dec 07,806.16,2,1,TrackMania Nations
Dec 07,100,3,1,Age of Empires II
Dec 07,0,0,1,Battlefield 2142
Dec 07,0,3,1,Super Smash Bros.
Jan 08,86240,10,1,StarCraft: Brood War
Jan 08,29015.54,63,3,Counter-Strike
Jan 08,27085.86,11,7,WarCraft III
Jan 08,20000,0,1,World in Conflict
Jan 08,18000,4,1,F.E.A.R.
Jan 08,3000,6,2,Age of Empires II
Jan 08,1838,8,3,Super Smash Bros. Melee
Feb 08,2.00E+05,25,1,World in Conflict
Feb 08,1.00E+05,8,1,F.E.A.R.
Feb 08,87418.84,153,8,Counter-Strike
Feb 08,69650.48,23,2,StarCraft: Brood War
Feb 08,31872.8,100,9,Counter-Strike: Source
Feb 08,27178.1,19,7,WarCraft III
Feb 08,9590,34,5,Super Smash Bros. Melee
Feb 08,437.08,0,1,Age of Empires II
Mar 08,268467.77,203,15,Counter-Strike
Mar 08,255409.61,39,3,StarCraft: Brood War
Mar 08,104812.82,3,3,Unreal Tournament 3
Mar 08,70300.23,23,12,WarCraft III
Mar 08,54186.32,101,9,Counter-Strike: Source
Mar 08,46063.19,66,5,Call of Duty 4: Modern Warfare
Mar 08,11677.73,7,2,FIFA 08
Mar 08,10685.41,4,2,Command & Conquer 3
Mar 08,8924.67,14,3,Halo 3
Mar 08,7708.46,3,2,Dead or Alive 4
Mar 08,7708.46,3,1,Need for Speed: ProStreet
Mar 08,7708.46,3,1,Project Gotham Racing 4
Mar 08,4961.58,0,1,Team Fortress 2
Mar 08,4650.12,6,1,Enemy Territory: Quake Wars
Mar 08,4650.12,18,1,Wolfenstein: Enemy Territory
Mar 08,2976.95,0,1,Battlefield 2
Mar 08,2976.95,0,1,Crysis
Mar 08,2974.5,0,1,Gears of War
Mar 08,2084.15,6,2,Pro Evolution Soccer 2008
Mar 08,1290.01,0,1,Supreme Commander: Forged Alliance
Mar 08,595.38,0,1,World in Conflict
Mar 08,558.6,1,1,TrackMania Nations Forever
Mar 08,190,6,2,Super Smash Bros. Melee
Apr 08,56000,32,1,Halo 3
Apr 08,45803.33,35,2,Counter-Strike: Source
Apr 08,21782.3,9,6,WarCraft III
Apr 08,18707.52,55,5,Counter-Strike
Apr 08,7500,0,1,Gears of War
Apr 08,7250,6,1,Age of Empires II
Apr 08,755,7,2,Super Smash Bros. Brawl
May 08,122087.06,215,10,Counter-Strike
May 08,50000,1,1,Halo 3
May 08,46247.73,94,4,Counter-Strike: Source
May 08,36701.31,47,7,WarCraft III
May 08,26000,3,1,FIFA 08
May 08,20743.82,40,1,Call of Duty 4: Modern Warfare
May 08,3437,15,5,Super Smash Bros. Brawl
May 08,2376.54,8,1,Quake III Arena
May 08,2121.94,8,1,StarCraft: Brood War
May 08,132,3,1,Super Smash Bros. Melee
Jun 08,85500,22,2,World of WarCraft
Jun 08,82808.02,28,8,WarCraft III
Jun 08,59015.3,27,4,StarCraft: Brood War
Jun 08,56000,32,1,Halo 3
Jun 08,48311.41,65,6,Counter-Strike
Jun 08,19000,8,1,Guitar Hero III: Legends of Rock
Jun 08,11846.83,45,3,Counter-Strike: Source
Jun 08,7500,0,1,Rainbow Six: Vegas 2
Jun 08,7130.54,16,1,Defense of the Ancients
Jun 08,5505,31,8,Super Smash Bros. Melee
Jun 08,1160,9,3,Super Smash Bros. Brawl
Jul 08,515467.1,152,8,Counter-Strike: Source
Jul 08,217633.37,145,3,StarCraft: Brood War
Jul 08,207000,16,1,Forza Motorsport 2
Jul 08,182000,16,1,Dead or Alive 4
Jul 08,170724.61,127,11,Counter-Strike
Jul 08,91000,8,2,FIFA 08
Jul 08,72500,21,2,World of WarCraft
Jul 08,56000,32,1,Halo 3
Jul 08,41035.81,15,7,WarCraft III
Jul 08,40429.32,26,4,Call of Duty 4: Modern Warfare
Jul 08,15970.4,6,2,Quake III Arena
Jul 08,12500,10,1,Defense of the Ancients
Jul 08,7500,0,1,Gears of War
Jul 08,7500,0,2,Rainbow Six: Vegas 2
Jul 08,5000,3,1,TrackMania Nations Forever
Jul 08,3929.87,20,5,Super Smash Bros. Brawl
Jul 08,2377.94,12,1,Team Fortress 2
Jul 08,379.61,9,3,Super Smash Bros. Melee
Jul 08,270.2,6,1,Age of Empires II
Aug 08,231303.36,163,11,Counter-Strike
Aug 08,101675.23,40,3,StarCraft: Brood War
Aug 08,74041.67,61,6,Call of Duty 4: Modern Warfare
Aug 08,68823.06,48,12,WarCraft III
Aug 08,62955.01,123,7,Counter-Strike: Source
Aug 08,56000,32,1,Halo 3
Aug 08,35381.05,26,4,FIFA 08
Aug 08,30000,18,1,World of WarCraft
Aug 08,26000,15,2,Defense of the Ancients
Aug 08,25000,19,2,Quake Live
Aug 08,23000,3,1,Quake III Arena
Aug 08,23000,3,2,TrackMania Nations Forever
Aug 08,9700,24,3,Team Fortress 2
Aug 08,7515.35,0,2,World in Conflict
Aug 08,7500,0,1,Gears of War
Aug 08,7500,0,1,Rainbow Six: Vegas 2
Aug 08,4130,9,4,Super Smash Bros. Brawl
Aug 08,3360.3,8,1,Age of Empires II
Aug 08,2040,3,1,Street Fighter III: 3rd Strike
Aug 08,1700,1,1,Unreal Tournament 2003
Aug 08,1610,3,1,Marvel vs. Capcom 2
Aug 08,1450,3,1,Capcom vs. SNK 2
Aug 08,1370,3,1,Super Street Fighter II Turbo
Aug 08,740,3,1,Tekken 5: Dark Resurrection
Sep 08,71910.88,184,11,Counter-Strike
Sep 08,27599.92,24,1,Team Fortress 2
Sep 08,24698.79,19,8,WarCraft III
Sep 08,20075.02,46,3,Counter-Strike: Source
Sep 08,7000,8,1,Need for Speed: ProStreet
Sep 08,7000,8,1,StarCraft: Brood War
Sep 08,6500,10,1,Call of Duty 4: Modern Warfare
Sep 08,1124.4,4,1,FIFA 08
Oct 08,206670.12,96,11,Counter-Strike
Oct 08,202500,34,4,World of WarCraft
Oct 08,1.00E+05,1,1,Madden NFL 2009
Oct 08,90874.35,12,8,WarCraft III
Oct 08,56000,32,1,Halo 3
Oct 08,45200,6,2,StarCraft: Brood War
Oct 08,22658.13,36,5,Counter-Strike: Source
Oct 08,15000,4,2,Quake III Arena
Oct 08,9495.85,10,1,Defense of the Ancients
Oct 08,8509.72,10,2,Call of Duty 4: Modern Warfare
Oct 08,7500,0,1,Gears of War
Oct 08,7500,0,1,Rainbow Six: Vegas 2
Oct 08,4530,5,2,Super Smash Bros. Melee
Oct 08,980,3,1,Tekken 5: Dark Resurrection
Oct 08,850,4,2,Marvel vs. Capcom 2
Oct 08,850,3,1,Street Fighter III: 3rd Strike
Oct 08,670,3,1,Super Smash Bros. Brawl
Oct 08,400,3,1,Super Street Fighter II Turbo
Oct 08,0,3,1,Capcom vs. SNK 2
Nov 08,350000,44,2,Halo 3
Nov 08,315335.06,249,14,Counter-Strike
Nov 08,184229.91,56,4,StarCraft: Brood War
Nov 08,112582.55,28,13,WarCraft III
Nov 08,60000,30,2,World of WarCraft
Nov 08,43423.04,140,8,Counter-Strike: Source
Nov 08,35000,6,1,Red Stone
Nov 08,34000,0,1,Gears of War
Nov 08,34000,0,1,Rainbow Six: Vegas 2
Nov 08,26429.85,20,3,Defense of the Ancients
Nov 08,23000,3,1,FIFA 08
Nov 08,22619.37,44,3,Call of Duty 4: Modern Warfare
Nov 08,17500,3,1,Age of Empires III
Nov 08,17500,3,1,Asphalt 4
Nov 08,17500,3,1,Carom 3D
Nov 08,17500,3,1,Command & Conquer 3
Nov 08,17500,3,1,Need for Speed: ProStreet
Nov 08,17500,3,1,Project Gotham Racing 4
Nov 08,17500,3,1,Virtua Fighter 5
Nov 08,15000,37,1,Team Fortress 2
Nov 08,8298.4,14,5,Quake III Arena
Nov 08,2775.07,0,1,QuakeWorld
Nov 08,2285.82,12,1,Day of Defeat: Source
Nov 08,1970,3,1,TrackMania Nations Forever
Nov 08,1930,32,11,Super Smash Bros. Brawl
Nov 08,1107.86,3,2,Age of Empires II
Nov 08,150,3,1,Marvel vs. Capcom 2
Nov 08,80,3,1,Guilty Gear XX Accent Core
Dec 08,111755.89,120,9,Counter-Strike
Dec 08,77625.71,23,10,WarCraft III
Dec 08,22350.61,9,3,StarCraft: Brood War
Dec 08,17464.19,25,3,Counter-Strike: Source
Dec 08,13250.07,20,1,FIFA 08
Dec 08,7364.76,18,1,Wolfenstein: Enemy Territory
Dec 08,974.36,1,1,Quake III Arena
Dec 08,770,13,3,Super Smash Bros. Melee
Dec 08,490,15,4,Super Smash Bros. Brawl
Dec 08,417.71,2,1,TrackMania Nations Forever
Jan 09,65015.25,27,9,WarCraft III
Jan 09,57965.08,61,6,Counter-Strike
Jan 09,37544.24,55,4,Counter-Strike: Source
Jan 09,27792.16,8,1,StarCraft: Brood War
Jan 09,22797.54,20,2,Call of Duty 4: Modern Warfare
Jan 09,2660,21,6,Super Smash Bros. Melee
Jan 09,1459.5,1,1,TrackMania Nations Forever
Jan 09,1230,27,9,Super Smash Bros. Brawl
Jan 09,100,7,2,Super Smash Bros.
Feb 09,76015.37,8,1,StarCraft: Brood War
Feb 09,40217.33,126,11,Counter-Strike
Feb 09,38402.95,12,2,FIFA 09
Feb 09,18240.44,61,6,Counter-Strike: Source
Feb 09,7660.75,38,11,Super Smash Bros. Brawl
Feb 09,2560.19,3,1,FIFA 08
Feb 09,2015.97,25,5,Super Smash Bros. Melee
Feb 09,840.61,6,5,WarCraft III
Feb 09,770.25,0,3,Call of Duty 4: Modern Warfare
Feb 09,327.35,3,1,Quake III Arena
Feb 09,327.35,3,1,TrackMania Nations Forever
Mar 09,218163.96,155,10,Counter-Strike
Mar 09,105000,36,2,World of WarCraft
Mar 09,94198.71,39,4,StarCraft: Brood War
Mar 09,5899.01,47,15,Super Smash Bros. Brawl
Mar 09,5788.99,8,5,WarCraft III
Mar 09,5514,29,9,Super Smash Bros. Melee
Mar 09,2700.63,5,2,Call of Duty 4: Modern Warfare
Mar 09,2647,9,3,TrackMania Nations Forever
Mar 09,2632.35,0,1,Defense of the Ancients
Mar 09,2027.49,18,1,Team Fortress 2
Apr 09,81424.45,42,4,StarCraft: Brood War
Apr 09,75549.59,157,16,Counter-Strike
Apr 09,59708.89,48,2,Halo 3
Apr 09,24970.95,109,7,Counter-Strike: Source
Apr 09,15000,0,1,Gears of War 2
Apr 09,8660.83,13,7,WarCraft III
Apr 09,8347.31,44,2,Call of Duty 4: Modern Warfare
Apr 09,6744,51,11,Super Smash Bros. Melee
Apr 09,6306.37,15,1,Defense of the Ancients
Apr 09,3831.54,6,2,TrackMania Nations Forever
Apr 09,3303.34,3,1,Quake III Arena
Apr 09,3144,39,12,Super Smash Bros. Brawl
Apr 09,2550,18,1,Team Fortress 2
Apr 09,1501.51,3,2,FIFA 09
Apr 09,134.84,3,1,Age of Empires II
Apr 09,90,3,1,Marvel vs. Capcom 2
Apr 09,45,3,1,Street Fighter III: 3rd Strike
Apr 09,35,3,1,Guilty Gear XX Accent Core
Apr 09,25,3,1,King of Fighters XI
May 09,162209.14,190,10,Counter-Strike
May 09,26000,3,1,FIFA 09
May 09,16484.31,14,7,WarCraft III
May 09,12169.93,13,9,StarCraft: Brood War
May 09,11023.19,25,2,Counter-Strike: Source
May 09,10807.73,15,2,Defense of the Ancients
May 09,10000,8,1,Age of Empires II
May 09,6637.46,18,1,Wolfenstein: Enemy Territory
May 09,4977.93,15,1,Call of Duty 4: Modern Warfare
May 09,2807,37,10,Super Smash Bros. Brawl
May 09,1462.5,18,6,Super Smash Bros. Melee
May 09,801.28,6,1,Quake III Arena
Jun 09,63624.51,78,6,Counter-Strike
Jun 09,63497.65,12,4,World of WarCraft
Jun 09,56000,32,1,Halo 3
Jun 09,49778.8,22,11,WarCraft III
Jun 09,20884.26,50,4,Counter-Strike: Source
Jun 09,15000,0,1,Gears of War 2
Jun 09,13681.26,8,6,StarCraft: Brood War
Jun 09,13052.79,30,2,Team Fortress 2
Jun 09,9662.79,20,2,FIFA 09
Jun 09,8336.09,26,2,Call of Duty 4: Modern Warfare
Jun 09,4470.4,5,1,TrackMania Nations Forever
Jun 09,2682.24,15,1,Defense of the Ancients
Jun 09,2423.27,30,9,Super Smash Bros. Brawl
Jun 09,1145,11,3,Super Smash Bros. Melee
Jun 09,0,6,1,Guilty Gear XX Accent Core
Jun 09,0,8,2,Street Fighter IV
Jun 09,0,6,1,Super Street Fighter II Turbo HD Remix
Jul 09,109693.03,120,8,Counter-Strike
Jul 09,41007.69,79,5,Counter-Strike: Source
Jul 09,32860.75,14,6,StarCraft: Brood War
Jul 09,29133.76,28,3,Call of Duty 4: Modern Warfare
Jul 09,24833.51,11,7,WarCraft III
Jul 09,14532.69,33,9,Super Smash Bros. Brawl
Jul 09,11193.56,24,6,Super Smash Bros. Melee
Jul 09,8000,3,1,Quake Live
Jul 09,4074.14,7,2,Quake III Arena
Jul 09,3489.01,6,2,TrackMania Nations Forever
Jul 09,2139.16,0,1,Defense of the Ancients
Jul 09,880,16,1,Age of Empires
Jul 09,0,3,1,Guilty Gear XX Accent Core Plus
Jul 09,0,3,1,Marvel vs. Capcom 2
Jul 09,0,3,1,Street Fighter IV
Jul 09,0,3,1,Super Street Fighter II Turbo HD Remix
Aug 09,329562.85,76,13,StarCraft: Brood War
Aug 09,143750,27,3,World of WarCraft
Aug 09,70425.34,140,12,Counter-Strike
Aug 09,69094.26,31,12,WarCraft III
Aug 09,59461.82,44,2,Halo 3
Aug 09,48500,15,3,Quake Live
Aug 09,39774.45,90,6,Counter-Strike: Source
Aug 09,16001.29,30,3,Call of Duty 4: Modern Warfare
Aug 09,15000,0,1,Gears of War 2
Aug 09,10048.2,84,4,Team Fortress 2
Aug 09,9515.44,10,3,Defense of the Ancients
Aug 09,7867.65,13,5,FIFA 09
Aug 09,7196.46,54,13,Super Smash Bros. Melee
Aug 09,4241.4,5,1,TrackMania Nations Forever
Aug 09,4002.64,29,2,Day of Defeat: Source
Aug 09,3258.54,26,6,Super Smash Bros. Brawl
Aug 09,1602.72,4,2,Street Fighter IV
Aug 09,1565.23,8,1,Quake III Arena
Aug 09,713.06,3,2,Pro Evolution Soccer 2009
Sep 09,89385.66,117,11,Counter-Strike
Sep 09,27154.39,25,2,Defense of the Ancients
Sep 09,8150.11,41,3,Counter-Strike: Source
Sep 09,7067,44,14,Super Smash Bros. Brawl
Sep 09,5953.5,40,13,Super Smash Bros. Melee
Sep 09,5463.99,6,2,FIFA 09
Sep 09,4401.02,0,1,Call of Duty 2
Sep 09,1840.37,5,5,WarCraft III
Sep 09,1175.14,5,1,Call of Duty 4: Modern Warfare
Sep 09,900,21,1,StarCraft: Brood War
Sep 09,35,3,1,BlazBlue: Calamity Trigger
Oct 09,142067.11,213,15,Counter-Strike
Oct 09,15000,20,1,Defense of the Ancients
Oct 09,14639.9,13,7,WarCraft III
Oct 09,10258.06,20,2,Counter-Strike: Source
Oct 09,7092.13,11,5,Quake Live
Oct 09,3900,4,1,FIFA 09
Oct 09,3900,4,1,StarCraft: Brood War
Oct 09,1174,14,4,Super Smash Bros. Melee
Oct 09,40,3,1,Super Smash Bros. Brawl
Nov 09,166890.78,205,7,Counter-Strike
Nov 09,86702.23,10,8,WarCraft III
Nov 09,59730,48,2,Halo 3
Nov 09,50000,8,1,Magic: The Gathering Online
Nov 09,36269.84,13,5,StarCraft: Brood War
Nov 09,30713.96,40,2,Defense of the Ancients
Nov 09,23000,12,1,Red Stone
Nov 09,22891.26,15,2,World of WarCraft
Nov 09,18611.98,85,5,Counter-Strike: Source
Nov 09,16000,3,1,FIFA 09
Nov 09,15484.9,21,2,Call of Duty 4: Modern Warfare
Nov 09,15299.39,5,2,TrackMania Nations Forever
Nov 09,15000,0,1,Gears of War 2
